Inspection_ID,Product,Production_Line,Machine,Shift,Temperature,Humidity,Voltage,Current,Vibration,Production_Speed,Operator,Material_Type,Defect_Type,Severity,Inspection_Result,Downtime_Minutes,Maintenance_Status,AI_Risk_Score,Inspection_Date
I0726,Power Supply Unit,L4,M2,Night,47,50,186.46,3.08,1.18,97,OP126,FR4,PCB Crack,Medium,Pass,19,Good,85,2026-12-28
I0727,Camera Module,L3,M2,Morning,45,58,9.33,1.79,3.99,92,OP103,Aluminum,Missing Component,Low,Fail,42,Good,23,2026-12-29
I0728,Power Supply Unit,L4,M3,Evening,36,59,104.44,4.28,1.85,104,OP128,Aluminum,Open Circuit,High,Pass,42,Warning,89,2026-12-30
I0729,Camera Module,L2,M2,Night,42,61,75.99,0.83,1.81,132,OP130,Ceramic,Open Circuit,Low,Pass,9,Critical,89,2026-12-31
I0730,LED Driver,L3,M5,Morning,42,40,225.26,2.51,2.64,138,OP127,FR4,Loose Connection,High,Fail,12,Good,53,2027-01-01
I0731,Camera Module,L3,M4,Evening,37,59,43.69,3.19,3.18,122,OP105,FR4,Missing Component,Low,Pass,35,Good,64,2027-01-02
I0732,Sensor Module,L4,M4,Evening,42,45,46.39,1.69,3.79,108,OP106,FR4,PCB Crack,Low,Pass,58,Good,30,2027-01-03
I0733,Power Supply Unit,L2,M2,Night,37,60,92.67,1.1,2.32,130,OP105,FR4,Missing Component,Low,Fail,37,Critical,87,2027-01-04
I0734,PCB,L2,M1,Evening,37,55,222.46,4.47,1.15,82,OP112,Ceramic,Solder Bridge,Low,Pass,17,Good,23,2027-01-05
I0735,Power Supply Unit,L2,M1,Evening,35,63,16.35,3.75,0.71,89,OP127,Copper,Misalignment,High,Pass,56,Critical,24,2027-01-06
I0736,Battery Pack,L1,M2,Morning,45,65,128.71,4.74,4.27,120,OP119,Aluminum,Missing Component,Low,Pass,28,Good,95,2027-01-07
I0737,LED Driver,L1,M5,Morning,43,55,36.74,2.6,3.5,120,OP120,FR4,Open Circuit,High,Pass,18,Warning,40,2027-01-08
I0738,Sensor Module,L4,M2,Morning,50,49,211.41,3.99,1.66,128,OP121,Aluminum,Burn Mark,Low,Pass,50,Warning,42,2027-01-09
I0739,Microcontroller Board,L2,M5,Evening,53,58,135.34,1.7,0.7,111,OP129,FR4,Loose Connection,Low,Fail,20,Critical,48,2027-01-10
I0740,Wi-Fi Module,L1,M2,Evening,49,63,82.25,2.46,0.64,150,OP109,Aluminum,PCB Crack,Low,Pass,52,Warning,26,2027-01-11
I0741,Wi-Fi Module,L4,M1,Night,53,44,76.64,3.31,1.62,122,OP111,Aluminum,Short Circuit,Low,Fail,42,Warning,55,2027-01-12
I0742,Camera Module,L2,M3,Night,48,53,189.81,4.25,3.76,149,OP110,Aluminum,Burn Mark,Medium,Pass,58,Warning,27,2027-01-13
I0743,Sensor Module,L1,M3,Evening,51,52,198.8,1.9,2.67,129,OP109,FR4,Short Circuit,High,Pass,12,Critical,67,2027-01-14
I0744,Power Supply Unit,L2,M1,Evening,40,41,203.68,2.15,2.26,149,OP117,FR4,Open Circuit,Low,Pass,35,Critical,96,2027-01-15
I0745,LED Driver,L3,M5,Morning,49,43,54.09,1.56,2.73,112,OP113,Copper,Misalignment,High,Fail,13,Warning,38,2027-01-16
I0746,LED Driver,L3,M4,Morning,54,56,40.94,2.66,3.92,87,OP105,Aluminum,Misalignment,Low,Fail,28,Good,52,2027-01-17
I0747,Wi-Fi Module,L4,M3,Evening,46,64,131.29,0.89,4.4,88,OP104,Aluminum,Misalignment,Medium,Fail,55,Critical,61,2027-01-18
I0748,Wi-Fi Module,L2,M2,Evening,46,60,96.32,0.69,1.49,110,OP126,Ceramic,Open Circuit,Medium,Fail,50,Good,86,2027-01-19
I0749,Relay Module,L3,M3,Evening,49,53,223.37,0.84,2.72,136,OP127,Aluminum,Misalignment,Low,Fail,49,Warning,64,2027-01-20
I0750,Battery Pack,L4,M4,Evening,43,52,208.19,0.6,3.07,113,OP103,Ceramic,Short Circuit,Medium,Pass,22,Critical,53,2027-01-21
I0751,Microcontroller Board,L1,M4,Night,47,48,148.4,2.27,2.42,109,OP125,Aluminum,Loose Connection,Low,Fail,2,Critical,85,2027-01-22
I0752,Relay Module,L1,M2,Night,40,44,10.35,0.45,2.64,136,OP126,Aluminum,Open Circuit,Low,Pass,2,Good,92,2027-01-23
I0753,Power Supply Unit,L4,M4,Morning,54,45,63.62,2.1,1.12,105,OP113,Ceramic,PCB Crack,Low,Pass,36,Good,62,2027-01-24
I0754,Power Supply Unit,L3,M3,Evening,39,56,124.33,0.46,0.53,105,OP113,Ceramic,Open Circuit,Low,Fail,20,Warning,57,2027-01-25
I0755,Sensor Module,L4,M5,Night,50,40,36.19,0.75,1.71,140,OP110,Aluminum,Missing Component,High,Pass,19,Critical,71,2027-01-26
I0756,Camera Module,L4,M5,Night,54,50,34.57,0.33,3.2,140,OP122,Aluminum,PCB Crack,Medium,Fail,11,Critical,28,2027-01-27
I0757,LED Driver,L2,M5,Night,42,43,222.37,3.17,0.75,101,OP125,Copper,Open Circuit,Medium,Fail,36,Good,76,2027-01-28
I0758,Microcontroller Board,L3,M4,Night,38,64,20.24,3.04,2.34,148,OP117,Copper,Loose Connection,High,Fail,16,Warning,52,2027-01-29
I0759,Camera Module,L2,M4,Night,41,53,52.33,0.98,2.0,144,OP101,Ceramic,Short Circuit,Low,Pass,38,Critical,13,2027-01-30
I0760,Camera Module,L4,M2,Night,55,51,222.28,1.03,3.38,103,OP119,Aluminum,Solder Bridge,Low,Pass,58,Critical,25,2027-01-31
I0761,Camera Module,L1,M2,Morning,47,59,203.52,2.0,1.85,122,OP122,Copper,Solder Bridge,Low,Pass,0,Critical,94,2027-02-01
I0762,Relay Module,L2,M5,Night,46,58,17.27,3.69,1.41,98,OP115,Ceramic,Burn Mark,Medium,Fail,45,Warning,34,2027-02-02
I0763,Wi-Fi Module,L3,M4,Morning,49,41,157.3,4.54,1.86,129,OP101,Aluminum,PCB Crack,Medium,Fail,25,Good,65,2027-02-03
I0764,LED Driver,L3,M5,Morning,37,65,13.98,0.47,1.77,142,OP122,Ceramic,Misalignment,Low,Pass,35,Good,23,2027-02-04
I0765,Camera Module,L2,M5,Morning,36,62,74.33,1.33,1.3,102,OP117,Ceramic,Solder Bridge,Low,Pass,37,Warning,28,2027-02-05
I0766,LED Driver,L2,M1,Morning,45,50,32.31,0.71,1.29,98,OP124,Copper,Short Circuit,High,Fail,17,Good,83,2027-02-06
I0767,Microcontroller Board,L3,M3,Night,55,51,168.16,4.51,2.52,134,OP130,Copper,Solder Bridge,Low,Pass,46,Good,53,2027-02-07
I0768,Power Supply Unit,L2,M4,Night,38,52,66.15,0.42,4.46,84,OP110,Copper,PCB Crack,Low,Pass,25,Critical,28,2027-02-08
I0769,Wi-Fi Module,L1,M3,Evening,42,55,119.83,1.91,3.22,103,OP115,Aluminum,PCB Crack,High,Pass,5,Warning,43,2027-02-09
I0770,Power Supply Unit,L3,M5,Evening,37,60,79.21,2.43,3.36,112,OP102,Ceramic,Loose Connection,Low,Fail,39,Good,70,2027-02-10
I0771,Relay Module,L1,M5,Night,35,41,71.74,1.25,3.91,90,OP126,Copper,Missing Component,Medium,Fail,42,Good,87,2027-02-11
I0772,Sensor Module,L4,M1,Morning,45,48,6.28,2.41,3.52,149,OP109,Aluminum,Loose Connection,Low,Fail,59,Good,57,2027-02-12
I0773,Wi-Fi Module,L1,M1,Evening,45,63,195.2,0.74,0.93,127,OP110,FR4,PCB Crack,High,Pass,9,Warning,78,2027-02-13
I0774,Power Supply Unit,L3,M4,Morning,38,47,176.05,3.04,3.28,139,OP116,FR4,Loose Connection,High,Pass,4,Warning,24,2027-02-14
I0775,Sensor Module,L3,M5,Night,53,63,167.6,1.26,2.22,118,OP126,Ceramic,Solder Bridge,Low,Fail,36,Warning,84,2027-02-15
I0776,Camera Module,L4,M2,Morning,41,61,154.54,1.97,2.27,99,OP122,Aluminum,Loose Connection,Medium,Fail,27,Critical,90,2027-02-16
I0777,Sensor Module,L4,M5,Night,39,57,212.59,2.53,3.29,96,OP117,Ceramic,Burn Mark,Medium,Pass,3,Warning,45,2027-02-17
I0778,Relay Module,L1,M4,Evening,38,41,115.26,1.12,1.02,112,OP109,Ceramic,Solder Bridge,Low,Pass,16,Good,96,2027-02-18
I0779,Wi-Fi Module,L1,M5,Morning,50,49,15.23,3.24,2.87,121,OP117,Ceramic,Open Circuit,Low,Pass,50,Warning,71,2027-02-19
I0780,PCB,L1,M3,Evening,47,44,7.57,3.51,2.34,122,OP130,Aluminum,Misalignment,Medium,Fail,41,Critical,89,2027-02-20
I0781,Display Unit,L3,M5,Evening,46,43,226.53,3.94,3.75,112,OP121,Aluminum,Burn Mark,High,Pass,43,Good,97,2027-02-21
I0782,Microcontroller Board,L4,M2,Evening,49,41,45.58,1.46,0.95,134,OP128,Copper,Open Circuit,Medium,Fail,45,Warning,33,2027-02-22
I0783,Display Unit,L3,M5,Evening,55,61,97.93,1.17,4.05,123,OP130,Ceramic,Loose Connection,Low,Pass,39,Critical,17,2027-02-23
I0784,PCB,L3,M2,Evening,52,48,154.68,2.12,1.93,90,OP116,FR4,Burn Mark,Medium,Pass,29,Critical,43,2027-02-24
I0785,Wi-Fi Module,L1,M3,Morning,41,46,51.68,3.21,3.06,93,OP103,Aluminum,Solder Bridge,Medium,Pass,28,Good,93,2027-02-25
I0786,Relay Module,L4,M3,Evening,50,57,37.26,2.75,1.5,113,OP110,Copper,Burn Mark,Medium,Fail,11,Good,54,2027-02-26
I0787,Battery Pack,L3,M4,Evening,45,44,92.41,0.92,0.76,124,OP106,Ceramic,Short Circuit,Low,Pass,11,Critical,23,2027-02-27
I0788,Wi-Fi Module,L3,M1,Evening,55,47,96.77,3.83,2.48,106,OP130,Copper,Misalignment,Medium,Pass,23,Good,20,2027-02-28
I0789,Relay Module,L4,M4,Morning,45,61,181.61,1.93,3.56,89,OP109,Aluminum,PCB Crack,Low,Fail,24,Critical,80,2027-03-01
I0790,Display Unit,L4,M3,Night,46,49,170.27,4.14,3.0,131,OP120,Ceramic,Short Circuit,Medium,Fail,49,Good,64,2027-03-02
I0791,Battery Pack,L4,M5,Night,49,43,27.42,2.54,3.42,81,OP117,Copper,PCB Crack,Low,Pass,49,Warning,51,2027-03-03
I0792,Wi-Fi Module,L1,M5,Night,40,41,130.89,3.32,4.05,128,OP112,Copper,Burn Mark,Low,Fail,26,Warning,12,2027-03-04
I0793,PCB,L4,M5,Morning,55,48,38.18,2.01,0.68,107,OP114,Ceramic,Loose Connection,Low,Fail,55,Critical,68,2027-03-05
I0794,PCB,L3,M2,Evening,46,47,168.16,2.82,4.23,107,OP126,FR4,Missing Component,High,Pass,44,Good,41,2027-03-06
I0795,Sensor Module,L2,M1,Evening,54,49,39.83,2.14,2.25,122,OP106,Ceramic,Misalignment,High,Fail,48,Warning,61,2027-03-07
I0796,Power Supply Unit,L2,M2,Morning,36,58,104.51,4.02,1.21,85,OP122,FR4,Short Circuit,Medium,Pass,0,Good,95,2027-03-08
I0797,LED Driver,L2,M5,Morning,45,43,219.85,2.17,1.4,148,OP113,Aluminum,Burn Mark,Low,Fail,25,Good,36,2027-03-09
I0798,Wi-Fi Module,L4,M2,Morning,52,50,228.69,0.38,3.07,110,OP114,Ceramic,Misalignment,Medium,Fail,22,Warning,95,2027-03-10
I0799,Battery Pack,L2,M4,Evening,46,41,85.69,0.27,3.79,101,OP116,Copper,Burn Mark,Low,Fail,7,Warning,66,2027-03-11
I0800,Battery Pack,L3,M3,Night,45,61,228.32,1.92,1.92,101,OP107,Ceramic,Solder Bridge,Low,Pass,60,Warning,59,2027-03-12
I0801,Display Unit,L4,M3,Morning,42,48,140.03,4.72,0.81,134,OP115,Ceramic,Misalignment,Low,Pass,28,Critical,21,2027-03-13
I0802,Display Unit,L4,M2,Evening,50,55,31.95,3.14,1.21,103,OP125,FR4,Solder Bridge,High,Fail,12,Good,61,2027-03-14
I0803,Camera Module,L4,M1,Evening,52,50,219.45,1.91,0.58,84,OP103,FR4,Burn Mark,Low,Pass,13,Warning,28,2027-03-15
I0804,Camera Module,L4,M2,Night,49,53,16.69,0.27,4.28,108,OP123,FR4,Short Circuit,High,Pass,15,Warning,62,2027-03-16
I0805,Power Supply Unit,L4,M3,Night,50,52,34.98,1.13,1.94,90,OP116,Ceramic,Burn Mark,Low,Pass,35,Critical,29,2027-03-17
I0806,Sensor Module,L3,M2,Evening,35,64,59.88,3.34,3.63,146,OP118,Aluminum,Missing Component,Medium,Fail,12,Critical,77,2027-03-18
I0807,Relay Module,L1,M4,Night,35,46,224.59,1.13,2.12,104,OP105,Copper,Misalignment,Low,Fail,0,Critical,25,2027-03-19
I0808,Display Unit,L1,M3,Morning,53,54,211.71,2.82,1.25,99,OP114,Copper,Solder Bridge,Low,Pass,52,Critical,31,2027-03-20
I0809,PCB,L1,M5,Evening,49,61,110.18,2.1,4.04,134,OP106,Copper,PCB Crack,Low,Fail,57,Critical,70,2027-03-21
I0810,Battery Pack,L2,M1,Morning,45,51,33.0,4.8,1.12,117,OP108,Aluminum,Solder Bridge,Low,Pass,33,Good,42,2027-03-22
I0811,LED Driver,L3,M2,Night,36,57,150.06,2.78,3.53,112,OP127,FR4,Misalignment,Medium,Pass,21,Critical,45,2027-03-23
I0812,Battery Pack,L3,M5,Morning,42,44,114.16,0.86,2.68,117,OP119,Ceramic,Burn Mark,Medium,Pass,59,Warning,98,2027-03-24
I0813,Power Supply Unit,L2,M3,Morning,39,57,117.29,1.92,3.48,144,OP103,Aluminum,Solder Bridge,Low,Pass,14,Critical,79,2027-03-25
I0814,PCB,L2,M4,Night,50,54,107.11,4.58,2.0,108,OP101,Aluminum,Solder Bridge,Low,Fail,34,Good,70,2027-03-26
I0815,Relay Module,L1,M5,Evening,46,57,182.83,0.46,2.97,86,OP113,Ceramic,Loose Connection,Medium,Fail,30,Critical,85,2027-03-27
I0816,Display Unit,L4,M3,Night,46,51,87.22,0.92,3.39,98,OP128,FR4,PCB Crack,Low,Fail,31,Critical,42,2027-03-28
I0817,Camera Module,L3,M5,Morning,35,48,131.55,0.68,3.37,125,OP111,FR4,PCB Crack,High,Fail,53,Warning,86,2027-03-29
I0818,Wi-Fi Module,L4,M2,Night,55,41,157.8,0.7,3.26,90,OP109,Copper,Missing Component,High,Fail,29,Critical,67,2027-03-30
I0819,Camera Module,L2,M1,Evening,52,56,191.92,3.32,1.17,113,OP117,Aluminum,Short Circuit,Medium,Pass,2,Good,96,2027-03-31
I0820,LED Driver,L2,M2,Evening,55,45,49.58,2.96,1.57,80,OP123,Ceramic,Missing Component,Low,Pass,30,Critical,67,2027-04-01
I0821,Relay Module,L3,M4,Evening,41,63,60.41,3.26,3.06,131,OP125,Ceramic,Loose Connection,Low,Fail,9,Good,38,2027-04-02
I0822,Display Unit,L4,M5,Evening,55,57,18.7,4.51,0.55,125,OP106,Copper,PCB Crack,Medium,Pass,46,Critical,86,2027-04-03
I0823,Display Unit,L2,M1,Night,47,54,202.09,4.18,2.6,140,OP121,Copper,Solder Bridge,Medium,Pass,43,Warning,20,2027-04-04
I0824,Power Supply Unit,L3,M3,Evening,44,47,164.57,1.51,2.84,111,OP108,Ceramic,Solder Bridge,Low,Pass,20,Critical,98,2027-04-05
I0825,Battery Pack,L1,M5,Morning,41,43,104.44,0.9,1.26,138,OP108,Aluminum,Burn Mark,High,Pass,16,Warning,79,2027-04-06
I0826,Camera Module,L2,M3,Evening,39,51,19.01,0.93,3.23,125,OP116,FR4,Burn Mark,Low,Fail,28,Warning,24,2027-04-07
I0827,Relay Module,L1,M5,Morning,40,43,4.81,0.79,0.67,95,OP130,Ceramic,Loose Connection,High,Fail,30,Critical,50,2027-04-08
I0828,Wi-Fi Module,L4,M1,Morning,54,52,97.56,4.73,3.33,118,OP124,Ceramic,Open Circuit,Low,Pass,32,Critical,39,2027-04-09
I0829,PCB,L4,M3,Morning,46,56,188.36,3.84,3.75,92,OP110,Copper,Loose Connection,High,Fail,3,Warning,10,2027-04-10
I0830,Battery Pack,L1,M1,Evening,44,55,54.08,1.39,1.21,146,OP114,FR4,Loose Connection,Low,Pass,32,Critical,18,2027-04-11
I0831,Power Supply Unit,L3,M1,Evening,35,45,9.05,0.63,1.75,102,OP122,Ceramic,Short Circuit,High,Pass,22,Critical,37,2027-04-12
I0832,Battery Pack,L2,M1,Night,53,41,183.0,2.72,4.43,92,OP103,Copper,Loose Connection,Low,Fail,43,Critical,63,2027-04-13
I0833,LED Driver,L1,M5,Morning,43,53,98.19,4.56,2.91,139,OP113,FR4,Missing Component,Low,Pass,49,Warning,12,2027-04-14
I0834,LED Driver,L1,M4,Morning,55,58,145.12,2.76,1.47,140,OP107,Ceramic,Short Circuit,Low,Pass,5,Good,69,2027-04-15
I0835,Relay Module,L4,M4,Morning,55,47,18.92,3.95,4.2,148,OP120,FR4,Solder Bridge,Low,Pass,53,Warning,80,2027-04-16
I0836,Microcontroller Board,L1,M4,Morning,51,45,41.43,3.78,1.5,109,OP112,FR4,Short Circuit,Medium,Fail,51,Good,41,2027-04-17
I0837,Relay Module,L2,M5,Morning,39,42,126.4,1.67,2.85,100,OP123,Ceramic,PCB Crack,Medium,Fail,25,Critical,55,2027-04-18
I0838,Sensor Module,L2,M2,Evening,40,56,128.61,3.82,0.97,102,OP107,FR4,Solder Bridge,Low,Pass,5,Critical,22,2027-04-19
I0839,Display Unit,L2,M4,Night,45,51,177.06,1.31,0.53,82,OP119,FR4,PCB Crack,Low,Pass,4,Warning,54,2027-04-20
I0840,Sensor Module,L2,M3,Morning,50,55,81.74,3.23,1.98,90,OP125,Copper,Missing Component,Low,Pass,51,Warning,81,2027-04-21
I0841,Wi-Fi Module,L1,M4,Morning,42,57,184.25,1.49,1.3,90,OP126,Copper,Missing Component,Medium,Fail,48,Warning,56,2027-04-22
I0842,Display Unit,L1,M3,Morning,36,54,134.27,3.0,2.98,90,OP129,Copper,Missing Component,Low,Fail,8,Critical,13,2027-04-23
I0843,PCB,L1,M5,Morning,46,55,185.55,0.37,1.96,117,OP110,Copper,Loose Connection,High,Pass,12,Warning,32,2027-04-24
I0844,Wi-Fi Module,L1,M1,Evening,49,44,32.02,0.4,1.13,85,OP127,Ceramic,Burn Mark,Low,Fail,55,Critical,22,2027-04-25
I0845,Camera Module,L3,M1,Evening,55,47,7.61,1.28,3.2,126,OP103,Ceramic,Open Circuit,Medium,Pass,18,Warning,58,2027-04-26
I0846,Sensor Module,L2,M2,Evening,44,54,79.29,0.43,4.32,101,OP126,Aluminum,Burn Mark,Low,Fail,45,Critical,70,2027-04-27
I0847,Microcontroller Board,L2,M5,Night,46,40,27.42,2.14,2.32,126,OP118,Ceramic,Open Circuit,Low,Pass,20,Warning,65,2027-04-28
I0848,Microcontroller Board,L3,M3,Evening,54,52,158.82,2.37,2.95,87,OP104,Aluminum,Solder Bridge,Low,Pass,30,Warning,56,2027-04-29
I0849,Power Supply Unit,L1,M1,Morning,46,46,41.08,2.63,0.7,127,OP123,Copper,Open Circuit,Low,Fail,33,Good,71,2027-04-30
I0850,Camera Module,L3,M5,Morning,53,64,52.81,2.75,4.28,138,OP118,FR4,Open Circuit,Low,Pass,26,Good,84,2027-05-01
I0851,Relay Module,L1,M4,Morning,40,44,10.62,2.8,4.22,126,OP123,Copper,Solder Bridge,Medium,Fail,5,Warning,70,2027-05-02
I0852,Display Unit,L2,M1,Evening,39,61,165.12,0.85,3.8,123,OP117,Aluminum,Short Circuit,High,Pass,24,Good,87,2027-05-03
I0853,Display Unit,L3,M3,Night,53,46,56.57,0.99,1.67,131,OP115,Copper,Solder Bridge,Medium,Pass,15,Warning,66,2027-05-04
I0854,Relay Module,L3,M2,Evening,46,62,6.29,3.1,2.04,85,OP102,Copper,Missing Component,Low,Pass,10,Good,59,2027-05-05
I0855,Display Unit,L4,M4,Night,51,62,62.18,2.89,2.12,147,OP116,Aluminum,Burn Mark,Low,Pass,25,Warning,51,2027-05-06
I0856,PCB,L2,M1,Night,38,45,150.72,1.63,1.65,131,OP117,FR4,PCB Crack,Low,Pass,50,Warning,13,2027-05-07
I0857,PCB,L2,M3,Morning,54,55,150.73,0.29,1.03,109,OP114,Copper,Misalignment,Medium,Pass,28,Critical,81,2027-05-08
I0858,Battery Pack,L2,M5,Night,47,48,116.59,2.77,1.66,136,OP109,FR4,Open Circuit,High,Pass,10,Critical,10,2027-05-09
I0859,Sensor Module,L2,M4,Night,52,53,25.61,3.39,1.6,123,OP120,FR4,Misalignment,Medium,Pass,27,Warning,81,2027-05-10
I0860,Wi-Fi Module,L2,M1,Evening,35,64,73.44,4.19,1.21,115,OP107,Aluminum,Solder Bridge,High,Fail,27,Warning,19,2027-05-11
I0861,Battery Pack,L3,M5,Morning,46,63,17.69,1.65,2.27,98,OP110,FR4,PCB Crack,Medium,Fail,19,Critical,34,2027-05-12
I0862,Wi-Fi Module,L2,M4,Evening,45,57,81.75,0.76,1.38,132,OP104,Copper,Open Circuit,Low,Pass,41,Good,77,2027-05-13
I0863,Power Supply Unit,L3,M5,Night,42,48,61.57,4.78,1.76,118,OP104,Copper,Burn Mark,Low,Fail,2,Good,100,2027-05-14
I0864,Display Unit,L3,M5,Night,38,40,92.67,4.09,1.52,110,OP115,Ceramic,Solder Bridge,Medium,Pass,1,Warning,48,2027-05-15
I0865,Battery Pack,L1,M1,Night,54,59,219.52,4.16,0.69,81,OP124,Aluminum,Open Circuit,Medium,Fail,39,Critical,45,2027-05-16
I0866,Camera Module,L2,M1,Night,36,56,81.86,0.76,4.2,120,OP107,Copper,Missing Component,Low,Pass,19,Critical,14,2027-05-17
I0867,Display Unit,L1,M2,Evening,49,56,153.85,3.84,2.5,135,OP107,Aluminum,Misalignment,High,Fail,11,Warning,31,2027-05-18
I0868,Wi-Fi Module,L2,M5,Morning,46,46,148.42,0.65,0.99,81,OP123,FR4,Loose Connection,Low,Fail,23,Good,52,2027-05-19
I0869,Microcontroller Board,L3,M3,Morning,44,46,168.54,3.97,0.89,119,OP112,Copper,Short Circuit,Low,Fail,16,Good,72,2027-05-20
I0870,LED Driver,L4,M2,Morning,47,53,36.54,4.51,1.69,130,OP123,Aluminum,PCB Crack,Low,Fail,60,Warning,73,2027-05-21
I0871,PCB,L1,M4,Night,54,62,219.18,4.71,3.24,120,OP118,Aluminum,Missing Component,High,Pass,51,Good,49,2027-05-22
I0872,Sensor Module,L3,M1,Evening,44,43,170.2,4.97,4.44,126,OP114,Ceramic,Missing Component,Low,Fail,30,Warning,57,2027-05-23
I0873,LED Driver,L2,M5,Morning,47,50,82.5,1.56,2.38,95,OP105,FR4,Burn Mark,Medium,Fail,42,Good,32,2027-05-24
I0874,Microcontroller Board,L1,M2,Night,35,48,222.42,0.91,1.82,136,OP111,Aluminum,PCB Crack,Low,Fail,11,Warning,41,2027-05-25
I0875,LED Driver,L3,M1,Morning,53,55,199.25,2.34,2.53,139,OP118,FR4,Misalignment,Low,Fail,16,Critical,99,2027-05-26
I0876,Display Unit,L4,M3,Evening,42,50,202.29,3.01,3.97,121,OP123,Copper,Solder Bridge,Low,Fail,39,Critical,37,2027-05-27
I0877,PCB,L2,M5,Night,41,47,33.7,4.23,3.31,141,OP130,Copper,Short Circuit,Medium,Pass,33,Critical,64,2027-05-28
I0878,Sensor Module,L4,M4,Evening,45,51,176.98,2.14,4.24,119,OP105,FR4,Short Circuit,Medium,Fail,8,Good,33,2027-05-29
I0879,Relay Module,L4,M2,Morning,51,53,115.8,3.34,1.56,96,OP119,Copper,PCB Crack,High,Fail,24,Good,83,2027-05-30
I0880,Wi-Fi Module,L4,M3,Morning,46,53,201.37,4.74,2.03,89,OP119,Copper,Solder Bridge,Low,Pass,3,Warning,59,2027-05-31
I0881,Microcontroller Board,L4,M2,Morning,50,56,84.84,4.61,3.35,90,OP111,Ceramic,Missing Component,Low,Fail,16,Critical,26,2027-06-01
I0882,Relay Module,L2,M2,Evening,43,52,83.74,4.01,2.6,128,OP127,FR4,Open Circuit,High,Pass,19,Warning,20,2027-06-02
I0883,PCB,L3,M4,Night,41,41,222.57,1.04,2.4,142,OP112,Ceramic,Misalignment,Low,Fail,17,Warning,95,2027-06-03
I0884,Power Supply Unit,L3,M4,Night,41,43,85.47,1.98,1.15,135,OP120,FR4,Missing Component,Low,Pass,60,Good,26,2027-06-04
I0885,Power Supply Unit,L4,M2,Night,51,63,148.61,1.33,2.22,138,OP106,Ceramic,Loose Connection,Low,Fail,9,Warning,29,2027-06-05
I0886,LED Driver,L3,M3,Night,43,44,98.02,2.29,3.32,146,OP103,Aluminum,PCB Crack,High,Pass,42,Critical,33,2027-06-06
I0887,Relay Module,L1,M2,Night,43,52,99.54,1.82,1.87,144,OP122,FR4,Solder Bridge,Low,Pass,33,Critical,62,2027-06-07
I0888,Camera Module,L4,M3,Evening,43,45,16.68,2.32,1.88,116,OP119,FR4,Burn Mark,High,Pass,12,Critical,53,2027-06-08
I0889,Camera Module,L2,M1,Morning,41,45,222.61,4.98,4.37,149,OP111,FR4,Misalignment,Medium,Pass,41,Critical,44,2027-06-09
I0890,Power Supply Unit,L3,M2,Morning,40,53,17.84,3.63,1.65,87,OP123,Copper,Missing Component,High,Pass,3,Good,92,2027-06-10
I0891,Microcontroller Board,L4,M2,Night,54,59,205.61,4.8,3.7,126,OP105,Copper,Missing Component,Medium,Fail,8,Good,29,2027-06-11
I0892,Camera Module,L2,M4,Morning,48,59,135.52,3.31,4.05,144,OP121,FR4,Misalignment,Low,Fail,2,Good,23,2027-06-12
I0893,LED Driver,L4,M5,Evening,40,49,184.69,2.26,3.3,109,OP124,Aluminum,Missing Component,Low,Fail,58,Warning,100,2027-06-13
I0894,Display Unit,L1,M1,Evening,53,54,112.56,2.61,2.01,111,OP116,Aluminum,Solder Bridge,Low,Fail,40,Critical,44,2027-06-14
I0895,PCB,L2,M3,Morning,37,62,94.22,3.59,0.63,85,OP130,Copper,Solder Bridge,Low,Fail,22,Warning,38,2027-06-15
I0896,LED Driver,L3,M1,Morning,44,40,99.35,3.73,3.36,94,OP120,FR4,PCB Crack,Medium,Fail,30,Critical,51,2027-06-16
I0897,Sensor Module,L4,M1,Morning,46,48,111.24,2.98,3.57,88,OP116,Aluminum,Misalignment,Low,Fail,4,Good,23,2027-06-17
I0898,LED Driver,L3,M3,Morning,54,58,41.83,2.7,2.27,85,OP118,FR4,Solder Bridge,Medium,Pass,9,Warning,13,2027-06-18
I0899,Camera Module,L4,M1,Morning,46,60,215.94,3.33,0.89,105,OP125,Aluminum,Open Circuit,High,Pass,13,Critical,18,2027-06-19
I0900,Sensor Module,L2,M3,Night,45,55,83.97,2.78,1.74,144,OP107,Aluminum,Misalignment,High,Fail,35,Good,90,2027-06-20
I0901,PCB,L3,M2,Morning,43,46,165.65,1.36,0.69,80,OP103,Copper,Open Circuit,Medium,Pass,40,Critical,24,2027-06-21
I0902,PCB,L1,M3,Morning,36,61,197.73,2.3,4.04,106,OP120,Ceramic,Short Circuit,Low,Pass,22,Warning,29,2027-06-22
I0903,LED Driver,L3,M2,Evening,38,46,80.23,1.0,3.75,118,OP124,Copper,PCB Crack,High,Fail,25,Warning,55,2027-06-23
I0904,Sensor Module,L1,M5,Morning,42,40,32.21,1.22,4.06,107,OP125,Ceramic,Misalignment,Medium,Fail,45,Good,76,2027-06-24
I0905,Wi-Fi Module,L2,M5,Morning,51,44,66.52,1.62,3.85,102,OP129,Copper,Open Circuit,Medium,Fail,35,Warning,19,2027-06-25
I0906,Wi-Fi Module,L1,M4,Morning,37,50,142.47,2.2,3.61,123,OP125,FR4,Open Circuit,Low,Fail,30,Critical,40,2027-06-26
